ID,Mean_Salary
job_d7867086c8713441,126238.82411375376
job_123fd74c6a3baa7a,140573.46420309733
job_7270f72a2d21a1d6,118712.16287780067
job_578cb45e56f2dc71,135445.5052803225
job_cd1efd5fc02a182d,136014.5092361116
job_c1e2edbbd4a03be2,139193.8161593738
job_fc2ea66276d68d7e,140532.2534969409
job_00359e41106ab817,131659.0663724654
job_8199c6cd850652e5,144510.73643745953
job_f15334e725d6ebbc,126824.19091461525
job_02ee621795c78d9a,118924.19522176671
job_7080f51e1603d955,112495.17107765123
job_385fa85170e941ff,111156.06277323855
job_5a71b8fce0c4678b,102871.57113456976
job_2ad4e63908e67396,127641.11479449538
job_c795f1de154164d4,97795.41105418444
job_a724f00b17243606,128011.23219413949
job_e17d604d56b68a5e,129994.72578479759
job_bacfc4dc5b3a02ee,123097.07707569705
job_2627e3694434f0ab,127762.97173568385
job_97c89c1370eebfb0,140972.07345001653
job_909a1edde0e780fb,97730.54142008297
job_739ab8382a147866,128342.55240188146
job_d3863c54c1df5b78,101968.36717464175
job_4481c267afbc8321,133115.4546109226
job_7f0546d5dbb4d8c1,104192.04704379578
job_041f54d28830d6ac,130692.01244484584
job_cc9d74ce99aa297c,140894.04842062865
job_3beec9d797080a30,134716.54186530964
job_09e830c5d2b273eb,126532.09396840134
job_91e77f3759e09e6c,144581.58210810868
job_0c360e3b254fcd63,139926.24949594308
job_e4708e30058d06e7,113246.21229413498
job_6d274c3199d92897,106603.20913313061
job_484bf0bc769363ad,140450.06407976407
job_a912f2e9f107ff5c,92931.87917835604
job_762336b19ce91522,103495.71417241871
job_f4c941f9ebeddb9c,135594.27690363926
job_bbb1607acd0c7324,133613.9186217733
job_dc0649003b7f652c,102395.04330904802
job_16da07a4f6423dd8,118673.9966227322
job_d2bf995f00729f97,150584.47296010447
job_99a126daceccb235,147647.73023984733
job_925c356dd72ed47a,139816.03091541078
job_84db1542b08470fb,147388.06446871583
job_cf2429b72c0f3e34,149366.62418072228
job_86590fa0de737031,137381.63770742295
sj_f7c07c11aa15c549,112937.98479637233
job_9705691a855a9523,122393.8122335643
job_7117a38a97b6111a,90436.52089361484
job_448fa889c981f60e,97397.48492795951
job_60e98baccfc90e34,125123.76816629662
sj_81566aef36e4b30e,149007.0657881139
job_81a1bca283a9df87,112256.20684811013
job_475900e330d0096e,144912.8900897858
job_dbf9b007f625f71b,100285.32938863058
job_bd34a96307f2b2fb,146648.22886377282
job_83ec2cb1806fe09f,121040.93194218003
job_49ac07a3c91b94cf,142881.3092901311
job_48db1008a81c8833,123552.40776654691
job_6c89a0d54f3a3fd4,136946.29248566923
job_fc294e094d66d7c8,113003.12115341534
job_b4bd0b6528dbb1cb,136306.37621887113
job_a913c974fb64ecbe,125134.8415497483
job_d7e9904dfe76f73b,144289.95255469755
job_577073b90450ced0,137493.39812826389
job_283471cdc08b10b3,115931.73164452022
job_db810e3e27c6171c,137768.74910735583
job_43b16e2d3de224ad,140709.3524850548
job_91e3add99b5625f4,110988.78358229507
sj_5430a924fa5b2304,123873.99059728689
job_96ef3e4171706b25,119257.92470385367
job_77b59452880a5784,121562.79918905496
job_70e17f41c89e33c4,126544.90260888508
job_ecf60aa83363e7eb,112491.40855276005
job_406518305a64e087,126855.70960037393
job_faf21a4669c8fded,137676.82547362547
job_0a759deb4491c9da,108113.20593368643
job_b8c2c6083556d4db,139524.1948998778
job_c87c6fb58fb3ffb2,116573.02377316667
job_c495fb026734778b,134196.32406780747
job_b37738da65930e7b,95876.51845266522
job_b320a504d1b58b92,137319.6214275275
job_7337e1cd4fadf06c,120783.89480338627
sj_916878bfb8c5c916,108406.49836260389
job_2f7d4338c40278a8,141924.53227670974
job_52d31ea0a6dba852,138207.30298670667
job_d9cbd490085a3b69,136661.98816172587
job_c8c69be27f513704,140519.86263710127
job_4de24056ce481e0d,141979.9811558344
job_3d6065102aae59bf,104796.08155673352
job_00fb5db0f1132481,116418.70825970791
job_d50e3d9773767a6f,127170.51677130371
job_dd1f7c4ba14ef54a,132116.97366343645
job_6a3d46bfe88cf0e4,83083.58080913527
job_f9298f57ae3e902e,131265.42906778428
job_e8d61efb880ef0cc,124859.44500045564
job_af7612e72b76f9f7,101637.88028029278
job_756cef06a87651b4,146588.2366185031
job_829dfe25c476b463,124248.52725608624
job_a2f56db9d1e4a220,139975.19628291944
job_6d8509b6773d1f29,135571.55902674986
job_4fa51524dfefcbb3,116124.11441337132
job_308e91e4e2575d34,141344.1468997506
job_73b41bfe80ad2859,140621.48423475918
job_ca1c14d12d522a80,133338.36225131294
job_94c3df7df5d8c208,115717.02052731065
job_cd2859ed058dd12b,98372.67178163963
job_e864812bbf173cc4,114890.11330264155
job_9195b56f3fd7d7b1,114687.5402544779
job_fcac63faf7e62667,130446.71656469535
job_0e4d0bffd27da750,140066.23925546528
job_270d835ace65823e,112819.56534281628
job_ee93e8d8258f586f,142543.9295785898
job_89b52b517dacca9a,124947.99488692275
job_4b98659bba14a826,147405.74115714346
job_b716208a177919f1,119143.87425528167
job_761858518b9fc880,105020.93513046892
job_9237119a2648fb51,144165.63755101094
job_62c057b2f0aadc96,141750.82838140134
job_feeccc5af8ce5a67,145996.02732596162
job_8110e9ac93139e60,120409.16459714361
job_4721bd8801c70554,141881.65755641347
job_2c8a7e28e7f594fc,106317.1442610553
job_11b779b7f8c053a5,137583.1307012519
job_4efb9b020848471c,112573.73804639632
job_56fbdd8183feded2,105452.29016522923
job_f95b876f11a356bd,146662.0363541839
job_dfb2b6537b142144,137440.65396716265
job_3046809135df44d3,140450.94923336362
sj_ef9d8e7d1c6cfd26,145081.6567334856
job_3445c690e517daab,114065.84561507936
job_bea128d694f9368a,112579.2769493995
job_95d8495584fd75b6,142465.86110636673
job_86c614f55f33f59d,146774.7604316395
job_07f9eed1c39c7abe,101528.67101972029
sj_b162b5ca0a72c9c5,96669.93556763143
job_d208e6bd71beff4e,140740.40196224992
job_b93913efc0a796a6,134352.8387723192
job_ad0f9253d2aecb0a,102764.05724526953
job_92ee571c1a50f7b6,116699.35040030855
job_7b4faa5099b64160,137355.90638178863
job_9043d31ce348fa0e,140488.39375267003
job_99113fc4ebc09f0e,119460.37213564565
job_3071d80d17955134,115305.89383490673
job_4847eeb72ac600b9,143039.7902940662
job_698ec4cc92b52fab,140690.8060841668
job_51c23fc65935e8ea,111465.27217579333
job_b29f7ca75b179d47,120375.99632211636
job_33f7c024140868bd,138312.27011074146
job_de3d3939df973ec1,122256.88985077146
job_604e09a2887fda28,114911.95705359956
job_ddb6360f531e324a,116798.14229135287
job_1715fcdf2d77cbb2,105985.99640736089
job_bc63e3db86c38974,95394.06207364792
job_cbd4d9e66e1692e8,135441.88477148768
job_7224ea7f9e257a3e,141825.56732547673
job_93b061f8a4a70abc,123337.45595849503
sj_349b508ff81a65d0,142691.84560376924
job_a1b6bb61279d9d3e,116768.73045794797
job_b58118027fac06d9,131717.8060825484
job_daf7ff5b73e16d67,81747.42256436987
job_64acf424334d2ea9,133372.03080766794
job_d222603bbc0d42f6,156355.11590688262
job_14d1373099eec6b5,145848.67649370886
job_e78ad6c77e9a8554,134152.78280887357
job_4ae8a4a3b15e1a98,120216.3983907861
job_ea2e111f205fe83e,134738.29149832428
job_989160c37fb4eaf4,116496.5911816433
job_1976ad81d0d4414e,125098.63293590686
job_1c81419d07b303db,99234.72308626943
job_7aff9447bb3312ff,135208.02074536507
job_9ce494e350854570,117559.22170924244
job_13b07ac57c79f7f5,145949.44339066074
job_b6b504745ee32ad0,140553.1091100144
job_13154938d17b8280,145540.95488785696
job_683448041efa4b1f,117393.78893263498
job_12f5fb6559904388,133974.79833450698
job_2e5b749b4e2dfdbf,108070.15368223077
job_4366bce542668742,92695.20667215661
job_bdadcbb280423812,104921.9773230545
job_70244f0f80c47909,146706.33919051004
job_cd47941049569f51,136963.2105098901
job_92b2e2da7a4c469e,141812.63843724004
job_070978edacc9b935,118875.16872899843
job_36efa8e6efd1ed37,143995.03252314456
sj_e1bc399d3f750ff6,130446.83799417222
sj_da5d0a73440bc209,145349.0966570826
sj_e2cab10ee30f1176,106097.96982147524
job_6311c4b2828d9a51,137777.62090807274
job_b0c43424917e9056,133988.6853470765
job_0dd2ba6d72c55359,124463.5043490704
job_9a3299b90a9ae1fd,138641.3050423849
job_6800dbdde9fcd369,99940.21350649738
job_76f4c2fe05b0f948,105551.67939653624
job_d71a88d1f3845eb1,138398.35193969705
job_d44f581095b9bedf,118143.74277662777
job_0745b997c52d9507,86564.60582232042
job_5ec72f89b4087d58,106374.62674913317
job_f07f28d6c5641fde,117185.55562081159
job_a9aab8cb55112d4d,126510.30688476122
job_b73e5bc284bda497,141339.79964208973
job_3b248b75323475a9,110000.8877733616
job_4307256eee3f7d6c,134926.0306980156
job_e3d1596fba5bf384,97608.08945734618
job_410a112325320e7a,120259.0512563398
job_448e7b1a315ef32e,134617.4227414757
job_31d869011b524153,129413.5391618256
job_6eed49892335568b,107495.19685657618
job_ef3d0067bf8f09fa,139097.64609290086
job_a1dc6b5ba2d8f681,101078.99741161641
job_e65bb7d03fbe0863,115381.72378709145
job_215640b8c0244a03,120890.54187864315
job_07a6544cb785859d,132368.7363661605
job_5846e7caa632166c,111600.43156554524
job_559d0b549d4daec6,127171.83476532862
job_ad7842ab767bf37c,129250.92919727284
job_3c199747a50a5360,136498.863461626
job_22c76d88e332a710,139254.37138135906
job_b2a0209d749c714f,124655.87723716875
job_6c99c03953ff2096,142821.59062006493
job_48bfe6f220aa1eab,142460.9043793882
job_90712e425ecf4108,117661.84767331117
job_75d165d4fe611cdd,143019.80732811283
job_d5fb2535bcee04c0,105742.60117547854
sj_7b671390ea5be47e,82346.03328171944
job_ee2b9f82097fe2ab,106419.7541745025
job_7dfc28dba33dd08f,110138.31692909448
job_25fcb5087d9b4a8f,135784.27084976848
job_839b7c588f8f24b6,139240.2036974554
job_8b138a7b3bed692e,142073.12322041573
job_fcbdd1fed2e85679,129049.99415770164
job_590b19fd6ef90599,138503.07615983798
job_1dfabd497861e8e0,135963.7363017756
job_d036556bdec9bb66,123289.28332907654
job_56df5ca72c8bdf4f,123661.66557232328
job_3d3239526212b306,130034.41344074855
job_dbe8478eca3558ff,136376.80860821903
job_a6aaf1307402a7fe,139102.43429267482
job_b5fd117eb2a7adfa,136411.4499219129
job_0bdadb333b9e1798,124283.27502461718
job_aaddf93516cd6c67,130600.62045730221
job_4678a95afebf89bc,106344.97113286809
job_39359d6fc52c9953,148921.94521524693
job_136063b8aafda237,133773.77578199032
job_6617cc6d0141223a,116123.815704805
job_b724998ccf6193d2,129579.87000631687
job_74239b69a50cdc1c,116761.57630668362
job_9b2d103d5eb94167,116568.3435307485
job_cdb767f867c9fa0c,124392.67690445032
job_d23089a150d038b3,140532.05408506258
job_314aa5756f65445d,111138.80155578055
job_13fdcb4f31285feb,116752.26904551653
job_d108ecf1f375711a,116161.87187290503
job_ec0f611f7f38cf13,121336.71842401268
job_e4cc2ed2bcdce1ed,106399.56998147018
job_1bdb336bef503419,134986.15794594033
job_014a827a32eae1ef,118732.48365404241
job_0511910c99bf6a33,88701.47007937165
job_4ad06270a8854112,125673.81975354398
job_f11a7fd8d9d88d4a,119283.2165867034
job_11d853660bead121,108042.04642605987
job_cb7252555bbc9ee8,136506.657834888
job_5d0a0ea75b42540c,133402.4245674616
job_6701fed4b63f009a,137159.10572737711
job_a9e7316fff54a5bd,103150.15984137324
job_637d0c4a3d982442,131148.6492243568
job_a4c447eaa621ebba,110390.12134626796
job_8238de1a4aa9c585,151989.2240066029
job_7afa788721fdf452,145071.62437649598
job_64ab048f2aef6f35,137763.61070053437
job_e90a01419a714aa1,135737.75414309598
job_a15e1faac4945e63,129168.07339356754
job_c820a24490233ba8,103132.32845836817
job_5a97eb2429b94ffb,102532.6839578186
job_1aa8be18f56e85c6,132775.37940120435
job_b5ee264dc0a04cbb,126242.09801027761
job_10c5ae9772e07487,147266.10510263673
job_979b9f75dbf22eb0,118625.30364061357
job_dcf5180a5bb6ffbd,115082.19253864593
job_74fa76ab746f2bc1,116312.31257101666
job_09d83b331c70bdde,143669.40036814736
job_2b19ea81abd4f4d8,138562.56451015847
job_52e21d60c9a60670,108585.95279397047
job_aba600e5680ccf29,106518.48489620964
job_f38b848a412e279d,103416.25051100281
job_7432f2f61bb16a6f,135503.49780914746
job_e48e781dfd2f4a51,133662.1050348829
job_c46a0fef1ff3fd86,128563.31453234206
job_3cb4b824c8ee72dd,128991.9493722307
job_55ecec99780a024b,144620.8734490231
job_6ab2c97dbaa999ce,125380.34185302132
job_90af99640697d4e9,138874.51586664913
job_ab8b51a745d39707,143884.7543858777
job_925a09d033f9816a,109284.52005488068
job_3ee67479e4e67e06,131164.98024860257
job_15d1870b35d74ea2,121190.19099993969
job_33c3b3f278ef0a47,110515.07986582865
job_3f1eb1350cb3fb9e,117996.92322292992
job_7c6de03821c63a2e,120782.05590119684
job_7c9fa1d967d45035,122106.85993602432
job_2dbfde3e18e238cd,141529.34016167792
job_9e302e80b41bf780,106727.03009417444
job_3c60645adf4bd99b,108993.4697470418
job_f28eecb7c523e6b2,145137.6690550596
job_6ebdd075f7a84c2b,129528.2872454417
job_fc1b22b34e2a0a57,149462.98273234564
job_bc68c547390dac33,122741.27261601605
job_01563404e5837326,126471.479609111
job_e1c1a52399708eae,146050.1235412482
job_0df80b191f53c325,137794.98497202626
job_d517fb76829dc485,133992.93351301108
job_2faedead936708ff,116314.99679872203
job_e456d743f0b5ba93,127920.75446611091
job_952494dbd8223891,135307.87189721887
job_ae54d7f8d1586135,137515.13082613575
job_11851300d65b0e35,123918.64095113898
job_aa51ef4db60e81be,114005.92680319889
job_3a64f8c82d2db0f1,120081.45007425261
job_8797edfffbbfafc8,129712.97044115562
job_89a03d434b14be1b,147124.49923165352
job_177eaa36293bf046,128207.28429459257
job_c22b8c9b5ad5efa4,141703.21969520656
job_a1bb5837a87022e2,140548.96145156215
job_2240c291e85a94a1,138381.08260120556
job_ce9e383ec69733f8,138788.99961287697
job_f648314b39e043cb,138627.5904746091
job_62fb1ddf3d40a091,120081.17135995236
job_a239449226e7299f,115262.90045372443
job_9f15a90f5c0f7fc2,156267.7749239044
job_cde6a7aab723fc50,104007.01601810283
job_8a5e899e4ec61a95,140236.6428450424
job_352294ba95fb252c,107399.35114435303
job_becf733c2ebedb81,116420.4123346844
job_489d89eace43c6d1,146739.99421955203
job_c3346387643b8335,105741.54354210375
job_568648ae2720fc61,142850.00334856144
job_6b94afaacc99de16,132680.70585271125
job_4e74142797af05b7,121864.1722351838
job_cb678a6304a8c16f,120810.78429570724
job_92ae50dd7fddac41,119857.47799851511
job_2b45bb6536dae324,96578.84811649474
job_09eaddcd0db588e6,121322.93703269074
job_a5c1732bae4321d9,128548.70490233401
job_ae40740c2e8a6681,115431.48626083559
job_4a378745e0d257ca,117486.63437935308
job_b442e7984228d1d4,140944.78277897424
job_21165d44e318c52e,138345.6487803555
job_1870aa566d26e653,141085.84250223907
job_be3395d7e803be1c,133882.94106619732
job_eee85a2c2c59ccb0,129789.31220025629
job_e1d98e1e8a92c976,149240.8720603481
job_823879829e76c5a0,129545.18993202454
job_f05ba67cb0c06a43,111756.79362113713
job_c5ba8df3480fa4c3,139763.23092984984
job_36895550e614e06c,140593.4830942597
job_42d7a128d5afa208,142032.97574021868
job_b155730f3dc4b596,137807.95261393022
job_8895b147e7913399,66177.37161666108
job_89c4e24e66e974c5,118375.69743891734
job_b3b5aa4c25c5bec7,122909.26785176322
sj_53d9d5890b32be60,82703.18453641461
job_c2fa9e09ff0fffde,139114.94194921444
job_e17e1341739c4bb1,138030.6094348604
job_121854f63782ed89,114763.30601498626
job_16d5c3a1f27496ae,132780.45003947805
job_966367d898cb7c94,98036.40395988562
job_66dbfe9ee800a6aa,144706.23089576
job_fcb729c9b22f3371,120350.13038360722
job_8b58d8d5230c3f50,101638.04541334667
job_e8ab5d01139ad38f,132975.37920829645
job_d7ea333b6d012424,117775.71349701565
job_45e080cb74bbabc6,72243.88407381964
job_b8c387596e1f56bd,149039.65942386442
job_7f828bfa93b10eab,141570.13740462868
job_df26d20513f24704,142256.7630040009
job_7813c3ab2e9c4036,63819.77886097818
job_29ae9e2690f3a3c2,125189.50997234385
job_7302f8e7149a7375,138539.22625437536
job_48b972afa5cd11fb,135396.33826037392
job_ef2b9a978b28af7e,109217.42905213739
job_37cccdc88c1cb529,117003.07223336314
job_c76ee288d248d7ed,147594.0108661558
job_f77b2f54c947af85,120653.64773077593
job_689be949c64f9872,150850.24646159593
job_c11a7dd172870c1a,141798.30580308288
job_1cf369e54ff3dbd6,125601.99370458114
job_18b5cd1d18160cf2,128502.7545759271
job_65629770e5db4790,109571.81759482255
job_bca98e62a8bab7ee,107329.02936372624
job_e147baa2ede92da5,136273.513455181
job_583546a5284a538e,124552.2011383166
job_fe25be2a014ed9f0,122554.34605091321
job_fa4dcfb9a55d8170,145486.4402586518
job_f61aff9bd466a3f2,121560.75796133027
job_d7c2b26ac1f31ac6,138157.29897723568
job_6c4c437bcd85413a,128339.81826263359
job_de24887716612f8b,116088.89294283811
job_99e76e466f1f90e3,107026.46617399414
job_f6ffef1441dc3605,106634.84051786146
sj_7fc11a2c21b7a071,141776.48108360253
job_5cd57f0a9e55b015,102156.17679705411
job_18782320c26fc8bb,144125.5491524579
job_a0e3c9e972f99f6b,123397.80544947105
job_21c79b4c38bac48d,133017.01254401356
job_09388db6dc1f803e,154873.43305470774
job_3aba615b205c8184,116318.44145532139
job_b4cf70156f0b74b9,121268.65494322879
job_fe5f3c5905d5b458,120970.04419917561
job_c118fb4c7eab565b,131041.11524504125
job_3313314cb867c137,129158.93866397673
job_d7d2a5a219fa761c,138351.0663600205
job_a77b4cd495e1de10,139641.17823642388
job_ffece6a44da4b4c6,109021.20233086737
job_4fb91541dd2e979f,119163.80069329552
sj_188af7a3120f5979,122815.07734808733
job_841e697a87e711e6,139857.7229668987
job_e2a23f5a9a182843,137256.27092526454
job_4fab5ce944073971,136189.4770138122
job_8af36c7f80b50452,111027.64842374186
job_8c87ad29b5847e19,106007.42163338928
job_f7ec0a3a4fa4800c,144895.8050729756
job_db4639a9672a38fc,144612.40684624092
job_e91e5f06dc50b753,140552.097865529
job_c0765e64633ae44c,143098.06820080598
job_39e4cdcf6e19e80c,112935.91433873243
job_366afa060a254038,128361.58193996266
job_8d19cb78ad670603,138728.7783754496
job_9a3e057ac11175d7,119707.48627736064
job_02ed4c23bbb275f7,140432.2026976865
job_872635b8c9161779,118475.59043777644
job_4c210595878d2d35,137911.93912018818
job_b88e830367ce777d,144535.1011019629
job_304f128403c079ab,134294.54371620153
job_1b585745a16542c9,146054.4858680587
job_c11a65c9ffb08065,140552.266893522
job_c7d3e28b91055602,80627.72756154588
job_9c95f26858594d50,104783.37147267885
job_21a95c8b84b621ad,119508.36987045707
job_39ebaf2de61d8e6a,128235.09318864907
job_cfd36dbbf70f8c5c,140500.72743848685
job_15e0f278b7bf5ae1,137334.87780679885
job_83ea428a6466dbd5,138710.6848360652
job_7484828c15feca8f,134891.27771781594
job_a7749ab41eda52cb,112986.29138397716
job_b472c780d1f6cd18,142916.11369895516
job_fdaddd9ed5ce8903,148292.06091118892
sj_01e789714a76a9d0,139812.57339474084
job_d0e4866329977356,120450.65910935446
job_843e8ee2c0dd52e8,104921.89411958444
job_3c744d0b288e1709,138663.8680689072
job_2b0d36d67ce2da8d,83692.68054113958
job_327dd128ca970369,122283.95781498775
job_0be9bcc52ae8e5aa,122745.03820771741
job_06599df8ff743b33,144702.43557191937
job_bed4948584b7bfb2,127714.04464194206
job_f9337236e51b85fc,132782.38903997897
job_f0c72dac19360661,118841.84968735895
job_caffc2493b63017c,136169.46452531454
job_f3fe3378ba639913,126254.21758673573
job_3897bd8b23e6f947,113131.0842946637
job_3b39b070f49584b7,132040.10749330063
job_791a8f04455bbfe7,126632.83669906114
job_7b84430de9a13062,139989.0664669199
job_efe49d4af6259e9a,132284.62783817895
job_d95c8c0fe47c5410,106326.89540048507
job_87c7003a7636e196,132222.10810135322
job_9942bcbce2901e3d,134068.31112504515
job_83ef68105a2e92a2,130887.03704904734
job_db0eeb487559731a,113594.53762536086
job_7a9bc9265d1272c9,139572.7086527049
job_b8d5eb9437b4e9c1,140411.84068949227
job_829cc024ed98fef6,144005.35040587894
job_3804fdbd79d17271,96045.08661272438
job_b83cdac96bb864f2,136455.98175557866
job_2ac67cd801338ad5,103799.6608122721
job_a607897335cf44ec,148169.36499603296
job_3502912e040f66cf,138619.19922231464
job_55b27f64976c1791,116496.38734344687
job_2d06d5c2197a7d76,118660.23891830785
job_4e72bec002915b2c,135001.13773355325
job_6762faa8989145c3,137704.25843944232
job_c4b086d0f49fb56a,110463.6464833555
job_4e7bbb2cdc43c693,96863.29447450739
job_34f50e607bf02621,98231.32630825587
job_e30fc68a30342647,132915.16207625478
job_0cecda10c0ae51a8,136768.50751222152
job_d540357700bcef16,135337.16083170346
job_b1d96b294af94625,136233.02846405254
job_2771240fb217e17a,141461.86408571526
job_a9b9749d436e285d,135797.97772035768
job_3765eaedff824f34,140883.5239497011
sj_60e2345a3d579982,143878.92904827947
job_8c74a9517f773885,141526.61511235646
job_058be0f244a4c912,138098.12366334873
job_50d52825cdff48da,134160.50200338673
job_62d170ba30e7f0f1,130849.84083320964
job_bb504519c36776cc,143154.59980099357
job_bc8edf16feb488c2,137908.04908159687
job_86c49e134fa9f624,102604.39828311262
job_4c8e817949def4f0,144069.64205376015
sj_8cb1d13fc6a41552,96083.67528589099
job_8c71aa1d2cc5d828,132893.2776728699
job_ad96f7c768e5a115,130752.47322999718
job_8dfeb90b9ad7199c,93155.9415045986
sj_ee40ecaeaf15c4d4,136243.02320971046
job_298bdc2014deb8da,139054.09698450356
job_98947ca602688d22,122914.28223899895
job_8d484aa5532bea2f,130512.48245413316
job_0099246d01cabe47,138555.76225909396
job_e8dfef75ac6a6390,144300.65547510047
job_2770df8fecb4173a,134410.22303592955
job_b31f43da13f02c1f,126109.97634947002
job_1ee3c44d09db1a2c,138580.86722194328
job_24bdd3ba7512bf0a,105871.17326275664
job_fb4bde75fceb5c9c,109376.47414471651
job_7e894a05294858d2,141205.52288914466
job_4ead381a0d96d2fe,109315.70388314303
job_12e5c61436f6e572,109670.69610367555
job_81d5edad191fcfde,144429.945901779
sj_d45f6ebdbcf4a842,103985.19890752094
job_68678144011a64f0,135991.50892854077
job_fa3c92434ee101b4,120160.76294737513
job_54c503127907fadd,128911.51358464957
job_7031222b354377db,140896.00154750515
job_d03bbfc451b15c0c,138579.6106000563
job_ce2d479050b81f92,127133.50946322322
job_e39f0752fa463489,143464.54990102368
job_50c3792352883f19,135343.14531112512
job_6059db1e33625271,133665.16810569772
job_9ed46f9d1e7ff8c5,136242.47664478127
job_625db8c3a4ed506b,133523.57836592925
job_d1f2b8ae614879de,145581.96030324296
job_5b32b76c55cac449,135398.69668603747
job_47a9330aa67371a5,132224.96295427147
job_971cefa4ce55ea68,141825.64010712737
job_681598403646be6d,130786.34091855779
job_da64b2126d1c5b2d,108748.87031557555
job_18841de671c58ad8,131055.85556821212
job_09e260bf7127fe71,120957.06681376095
job_e114774cbe77bb86,132962.09050637815
job_b4693417032ae3f6,125661.37497042734
job_fa9d7b7aa3f564a7,77850.16948321917
job_36826d7300998159,119007.51433204729
job_ce3994d35cc0fdb6,121564.05244841403
job_8ab4d7ec3a78bcf8,140590.80328499072
job_4e6c02112eb16abc,133540.89757999458
job_8e85fd4ebfbbdd6b,120811.59907109756
job_6dae03cd6a9c9ea3,119225.40895117796
job_8f60851bdd4fda61,112593.33297903615
job_2296906cc5efb60f,135236.66709310288
job_35a7d0fac269f3fb,133094.4336560755
job_fd55c2e6322a0b05,129032.93171476535
job_854e0c154b4147ed,134293.0492281883
job_1b7bef015a03c559,121136.01630213109
job_7b7bab178d3e550b,105672.65749481755
job_b72f4de5aad7d7a2,142996.28080704235
job_af13598783e6e64b,142450.18291206588
job_0d165ff994c36ba7,137350.69502782618
job_ee9d36df5075260f,101745.19859563913
job_8dff58ca8aad61eb,149101.4229348441
job_f207f343400b7715,123643.19990691199
job_4402d5fce7bbe572,142694.38129559212
job_07463436825c681e,122460.2046671093
job_a4666b18d6887c79,141823.3020762084
job_0fc24fc07cabdf57,135231.26151447225
job_fad0907a32af9fc6,139622.88337205403
sj_f18518e7a60e4a74,114273.08255558216
job_3f6eab4a3a6ac29c,128939.65723289285
job_912f6f7a6a57a269,137766.99485120672
job_d13c8a4dcfd9bdc6,143630.38042413897
job_134bf49050409537,130381.79429296516
job_a1031fd8d23d39fc,139124.45533348434
job_57df00f85fef977b,104423.25764543607
job_3777b5f2939741f1,120570.98465540604
job_8514e57bedd2ba24,120405.8361805889
job_0e7bcd2c94d5cfd3,141092.55809578934
job_32ede8566c8d328e,125459.96480883913
job_b8948e825628e09b,134608.28156355722
job_9893bb125dd7ff48,125064.17294918747
job_428f80952f972127,126959.86814689329
job_e70b55d623d42ecd,139550.84668766338
job_1302f50292954865,117227.10858673416
job_261e72dbb8c6e858,131032.15938535196
job_e1d988389c991f1e,104589.80871834133
job_29a2fb9eaf55558a,141852.921056688
job_4ee89f8d796ebf9d,142745.4832737539
job_be391e5997c2bb54,102116.68693128624
job_95788e2ae833a990,103914.01953093789
job_a74f81e1088d04af,133152.8989767987
job_94d8c14135380ed9,156480.7232485063
job_a5f5ea311ff1fc98,119426.45648181163
job_c2b01a4dfa6a51d5,102101.69340820535
job_6e4f854965a44bce,120959.93849660328
job_8cc5bbde34cc9f39,129891.15300284469
job_d65679ab622f87d4,106212.62371552078
job_268fdb1103d282f9,135304.85110213456
job_bd69769c6ffe2b3a,129625.06731511661
sj_04283f953b5cb2b0,118765.50045333816
job_1f6da0f5200dae2c,128141.041103212
job_25cb196960c6a934,110502.92117907609
job_6a97dbd66d3aed20,119399.75921200315
job_bc48283e678b5bdb,124643.21162135398
job_c638760b34642016,139963.47192399297
job_1913c32cf8fcb399,119575.55470112064
job_0cc013095523b42b,140950.73616641178
job_d46418c250562657,141162.76605508017
job_fc5b037d47702c87,101542.55468747337
job_606c8b56e4ed71c4,119432.79271708791
job_0657a0720798e0b1,133958.94355188025
job_9f466eef63785564,98397.06944957445
job_db2f2b0f4cd3252b,98518.04004438038
job_3bb8192716a978bd,136957.13157256076
job_8125eb657e1db173,101294.30743287058
job_1dd2dee0dbd7278a,102152.51294774626
job_c440ad423dbfd9ae,139259.56934820928
job_b738446a3f341315,148770.16354555398
job_537b7adb38ae3084,80787.31395275224
job_34f28263ff9eb51d,137044.70967420092
job_e82408aa370c4680,106498.15250474069
job_5517eb00af51b8ab,141641.78460992937
job_08a15c35ea1bfab5,142165.7812118826
job_70b6dc4b810433da,148240.76532168651
job_fa25e532f4a28421,100207.63092176538
job_28481a90f1ae5c0e,148127.759458097
job_ccdd5d428992463e,132007.44029460096
job_63733f6f7fd8104b,132251.20503074623
job_a74c6c3cd9ea7ab0,86028.35220666562
job_7ef4c6f45164d91e,138078.81272725473
job_568a53168ba58ce0,141670.561581105
job_00e6cc0310023b8c,93345.87318879533
job_4a4bd9f07b5cc366,136708.87344975033
job_5dbfd06a59379448,101407.50412517501
job_b3d5253d8c7917ec,138133.77661129425
job_b168c4537434f239,132047.82771464845
job_dc1005e9ed4de37b,141957.12856994534
job_8e78235bece8be81,146082.51771069912
job_404e8323b0f45988,122859.94867344786
job_84fc7da1030a0bad,135181.51467233186
job_4201e62ce1cba1e5,137472.16803631693
job_74e45deadc10659d,135870.56025192566
job_c4181991cda61974,135437.08281620196
job_3daa629bfb339f9e,145364.71241472333
job_4421eec18594ff28,140779.03102442453
job_50733104445f42a8,85869.44440823853
job_aa8ca7a3ee19c4cf,90200.92268499073
